date,kwh
2026-09-01,12.4000
2026-09-02,12.4000
2026-09-03,12.4000
2026-09-04,11.4000
2026-09-05,12.9000
2026-09-06,9.7000
2026-09-07,11.3000
2026-09-08,12.7000
2026-09-09,12.9000
2026-09-10,10.9000
2026-09-11,12.6000
2026-09-12,11.0000
2026-09-13,0.0000
2026-09-14,0.0000
2026-09-15,0.0000
2026-09-16,0.0000
2026-09-17,0.0000
2026-09-18,0.0000
2026-09-19,0.0000
2026-09-20,0.0000
2026-09-21,0.0000
2026-09-22,0.0000
2026-09-23,0.0000
2026-09-24,0.0000
2026-09-25,0.0000
2026-09-26,0.0000
2026-09-27,0.0000
2026-09-28,0.0000
2026-09-29,0.0000
2026-09-30,0.0000
