date,kwh
2026-06-01,12.9000
2026-06-02,12.1000
2026-06-03,10.2000
2026-06-04,10.5000
2026-06-05,0.0000
2026-06-06,0.0000
2026-06-07,0.0000
2026-06-08,0.0000
2026-06-09,0.0000
2026-06-10,0.0000
2026-06-11,0.0000
2026-06-12,0.0000
2026-06-13,0.0000
2026-06-14,0.0000
2026-06-15,0.0000
2026-06-16,0.0000
2026-06-17,0.0000
2026-06-18,0.0000
2026-06-19,0.0000
2026-06-20,0.0000
2026-06-21,0.0000
2026-06-22,0.0000
2026-06-23,0.0000
2026-06-24,0.0000
2026-06-25,0.0000
2026-06-26,0.0000
2026-06-27,0.0000
2026-06-28,0.0000
2026-06-29,0.0000
2026-06-30,0.0000
