date,kwh
2026-03-01,3.9000
2026-03-02,5.5000
2026-03-03,6.9000
2026-03-04,4.6000
2026-03-05,4.5000
2026-03-06,5.3000
2026-03-07,6.0000
2026-03-08,5.1000
2026-03-09,6.9000
2026-03-10,5.9000
2026-03-11,5.7000
2026-03-12,6.2000
2026-03-13,5.8000
2026-03-14,5.6000
2026-03-15,5.8000
2026-03-16,5.8000
2026-03-17,5.8000
2026-03-18,6.7000
2026-03-19,5.1000
2026-03-20,0.0000
2026-03-21,0.0000
2026-03-22,0.0000
2026-03-23,0.0000
2026-03-24,0.0000
2026-03-25,0.0000
2026-03-26,0.0000
2026-03-27,0.0000
2026-03-28,0.0000
2026-03-29,0.0000
2026-03-30,0.0000
2026-03-31,0.0000
